id,DCI,ATC,initiale_ATC,niveau_2,Name_Length,niveau_3,niveau_4,initiale_DCI,Longueur_ATC
1870,Procaine benzylpenicillin,J01CR50,J,J01,25,J01C,J01CR,P,7
1871,Zinc oxide,C05AX04,C,C05,10,C05A,C05AX,Z,7
1872,Zinc sulfate,C05AX04,C,C05,12,C05A,C05AX,Z,7
1873,Sulbactam,J01CG01,J,J01,9,J01C,J01CG,S,7
1874,Sodium fluoride,A01AA51,A,A01,15,A01A,A01AA,S,7
1875,Osimertinib,L01XE35,L,L01,11,L01X,L01XE,O,7
1876,Iopodic acid,V08AC08,V,V08,12,V08A,V08AC,I,7
1877,Mersalyl,C03BC01,C,C03,8,C03B,C03BC,M,7
1878,Tyropanoic acid,V08AC09,V,V08,15,V08A,V08AC,T,7
1879,Invert sugar,C05BB03,C,C05,12,C05B,C05BB,I,7
1880,Pramocaine,D04AB07,D,D04,10,D04A,D04AB,P,7
1881,Metrizoic acid,V08AA02,V,V08,14,V08A,V08AA,M,7
1882,Acetrizoic acid,V08AA07,V,V08,15,V08A,V08AA,A,7
1883,Octasulfur,D10AB02,D,D10,10,D10A,D10AB,O,7
1884,Dexpanthenol,D03AX03,D,D03,12,D03A,D03AX,D,7
1885,Propyliodone,V08AD03,V,V08,12,V08A,V08AD,P,7
1886,Norethynodrel,G03FA09,G,G03,13,G03F,G03FA,N,7
1887,Chymotrypsin,S01KX01,S,S01,12,S01K,S01KX,C,7
1888,Meprednisone,H02AB15,H,H02,12,H02A,H02AB,M,7
1889,Norgestrel,G03FA10,G,G03,10,G03F,G03FA,N,7
1890,Sodium acetate,B05XA08,B,B05,14,B05X,B05XA,S,7
1891,Technetium Tc-99m sulfur colloid,V09DB05,V,V09,32,V09D,V09DB,T,7
1892,Fluoride ion F-18,V09IX06,V,V09,17,V09I,V09IX,F,7
1893,Iocetamic acid,V08AC07,V,V08,14,V08A,V08AC,I,7
1894,Magnesium chloride,A12CC01,A,A12,18,A12C,A12CC,M,7
1895,Potassium perchlorate,H03BC01,H,H03,21,H03B,H03BC,P,7
1896,Iodide I-123,V09FX02,V,V09,12,V09F,V09FX,I,7
1897,Protirelin,V04CJ02,V,V04,10,V04C,V04CJ,P,7
1898,Indium In-111 pentetate,V09AX01,V,V09,23,V09A,V09AX,I,7
1899,Krypton Kr 81m,V09EX01,V,V09,14,V09E,V09EX,K,7
1900,Insulin beef,A10AD02,A,A10,12,A10A,A10AD,I,7
1901,Glycerin,A06AX01,A,A06,8,A06A,A06AX,G,7
1902,Sodium sulfate,A06AD13,A,A06,14,A06A,A06AD,S,7
1903,Iofetamine I-123,V09AB01,V,V09,16,V09A,V09AB,I,7
1904,Magnesium carbonate,A02AA01,A,A02,19,A02A,A02AA,M,7
1905,Potassium lactate,B05XA15,B,B05,17,B05X,B05XA,P,7
1906,Sodium fluorophosphate,A12CD02,A,A12,22,A12C,A12CD,S,7
1907,Iotrolan,V08AB06,V,V08,8,V08A,V08AB,I,7
1908,Acrivastine,R06AX18,R,R06,11,R06A,R06AX,A,7
1909,Octinoxate,D02BA02,D,D02,10,D02B,D02BA,O,7
1910,Strontium chloride Sr-89,V10BX01,V,V10,24,V10B,V10BX,S,7
1911,Ferric ammonium citrate,V08CA07,V,V08,23,V08C,V08CA,F,7
1912,Fludeoxyglucose (18F),V09IX04,V,V09,21,V09I,V09IX,F,7
1913,Mequinol,D11AX06,D,D11,8,D11A,D11AX,M,7
1914,Hydroquinone,D11AX11,D,D11,12,D11A,D11AX,H,7
1915,Sodium glycerophosphate,B05XA14,B,B05,23,B05X,B05XA,S,7
1916,Insulin degludec,A10AD06,A,A10,16,A10A,A10AD,I,7
1917,Ixazomib,L01XX50,L,L01,8,L01X,L01XX,I,7
1918,Selenic acid,A12CE01,A,A12,12,A12C,A12CE,S,7
1919,Phenyl salicylate,G04BX12,G,G04,17,G04B,G04BX,P,7
1920,Cetylpyridinium,D08AJ03,D,D08,15,D08A,D08AJ,C,7
1921,Silver nitrate,D08AL01,D,D08,14,D08A,D08AL,S,7
1922,Aluminum chloride,D10AX01,D,D10,17,D10A,D10AX,A,7
1923,Resorcinol,D10AX02,D,D10,10,D10A,D10AX,R,7
1924,Hydrogen peroxide,D08AX01,D,D08,17,D08A,D08AX,H,7
1925,Stannous fluoride,A01AA04,A,A01,17,A01A,A01AA,S,7
1926,Calcium citrate,A12AA13,A,A12,15,A12A,A12AA,C,7
1927,Desirudin,B01AE01,B,B01,9,B01A,B01AE,D,7
1928,Potassium bicarbonate,A12BA04,A,A12,21,A12B,A12BA,P,7
1929,Sulfur hexafluoride,V08DA05,V,V08,19,V08D,V08DA,S,7
1930,Benzalkonium,R02AA16,R,R02,12,R02A,R02AA,B,7
1931,Magnesium citrate,B05CB03,B,B05,17,B05C,B05CB,M,7
1932,Undecylenic acid,D01AE04,D,D01,16,D01A,D01AE,U,7
1933,Chloroxylenol,D08AE05,D,D08,13,D08A,D08AE,C,7
1934,Hypochlorite,D08AX07,D,D08,12,D08A,D08AX,H,7
1935,Benzethonium,D08AJ58,D,D08,12,D08A,D08AJ,B,7
1936,Calcium gluconate,A12AA03,A,A12,17,A12A,A12AA,C,7
1937,Selenious acid,A12CE02,A,A12,14,A12C,A12CE,S,7
1938,Oxyquinoline,R02AA14,R,R02,12,R02A,R02AA,O,7
1939,Barium sulfate,V08BA02,V,V08,14,V08B,V08BA,B,7
1940,Zinc citrate,C05AX04,C,C05,12,C05A,C05AX,Z,7
1941,Pyrantel,P02CC01,P,P02,8,P02C,P02CC,P,7
1942,Anthralin,D05AC01,D,D05,9,D05A,D05AC,A,7
1943,Pectin,A07BC01,A,A07,6,A07B,A07BC,P,7
1944,Zinc picolinate,C05AX04,C,C05,15,C05A,C05AX,Z,7
1945,Homatropine,S01FA05,S,S01,11,S01F,S01FA,H,7
1946,Rose bengal,S01JA02,S,S01,11,S01J,S01JA,R,7
1947,Pentoxyverine,R05DB05,R,R05,13,R05D,R05DB,P,7
1948,Pantethine,A11HA32,A,A11,10,A11H,A11HA,P,7
1949,Cobamamide,B03BA04,B,B03,10,B03B,B03BA,C,7
1950,Methylcellulose,A06AC06,A,A06,15,A06A,A06AC,M,7
1951,Thonzylamine,D04AA01,D,D04,12,D04A,D04AA,T,7
1952,Zinc gluconate,C05AX04,C,C05,14,C05A,C05AX,Z,7
1953,Tocopherol,A11HA03,A,A11,10,A11H,A11HA,T,7
1954,Hexylresorcinol,R02AA12,R,R02,15,R02A,R02AA,H,7
1955,Diethyltoluamide,P03BX01,P,P03,16,P03B,P03BX,D,7
1956,Methscopolamine,A03CB01,A,A03,15,A03C,A03CB,M,7
1957,Boric acid,S02AA03,S,S02,10,S02A,S02AA,B,7
1958,Aluminum oxide,D10AX04,D,D10,14,D10A,D10AX,A,7
1959,Calcium Phosphate,A12AA01,A,A12,17,A12A,A12AA,C,7
1960,Selexipag,B01AC27,B,B01,9,B01A,B01AC,S,7
1961,Alectinib,L01XE36,L,L01,9,L01X,L01XE,A,7
1962,Pidotimod,L03AX05,L,L03,9,L03A,L03AX,P,7
1963,Sennosides,A06AB56,A,A06,10,A06A,A06AB,S,7
1964,Roquinimex,L03AX02,L,L03,10,L03A,L03AX,R,7
1965,Cefroxadine,J01DB11,J,J01,11,J01D,J01DB,C,7
1966,Chlorophetanol,D01AE06,D,D01,14,D01A,D01AE,C,7
1967,Alfaxalone,N01AX05,N,N01,10,N01A,N01AX,A,7
1968,Chlorobutanol,A04AD54,A,A04,13,A04A,A04AD,C,7
1969,Chloroform,N01AB02,N,N01,10,N01A,N01AB,C,7
1970,Dichlorophen,P02DX02,P,P02,12,P02D,P02DX,D,7
1971,Fenbendazole,P02CA06,P,P02,12,P02C,P02CA,F,7
1972,Oleandomycin,J01RA08,J,J01,12,J01R,J01RA,O,7
1973,Metrifonate,P02BB01,P,P02,11,P02B,P02BB,M,7
1974,Virginiamycin,D06AX10,D,D06,13,D06A,D06AX,V,7
1975,Nalorphine,V03AB02,V,V03,10,V03A,V03AB,N,7
1976,Dihydrostreptomycin,S01AA15,S,S01,19,S01A,S01AA,D,7
1977,Masitinib,L01XE22,L,L01,9,L01X,L01XE,M,7
1978,Lesinurad,M04AB05,M,M04,9,M04A,M04AB,L,7
1979,Aminacrine,D08AA02,D,D08,10,D08A,D08AA,A,7
1980,Aluminum chlorohydrate,D09AA08,D,D09,22,D09A,D09AA,A,7
1981,Elbasvir,J05AP54,J,J05,8,J05A,J05AP,E,7
1982,Grazoprevir,J05AP54,J,J05,11,J05A,J05AP,G,7
1983,Ferric oxide,V08CB03,V,V08,12,V08C,V08CB,F,7
1984,Indigotindisulfonic acid,V04CH02,V,V04,24,V04C,V04CH,I,7
1985,Venetoclax,L01XX52,L,L01,10,L01X,L01XX,V,7
1986,Thiocolchicoside,M03BX05,M,M03,16,M03B,M03BX,T,7
1987,Pipradrol,N06BX15,N,N06,9,N06B,N06BX,P,7
1988,Asunaprevir,J05AP06,J,J05,11,J05A,J05AP,A,7
1989,Thimerosal,D08AK06,D,D08,10,D08A,D08AK,T,7
1990,Bilastine,R06AX29,R,R06,9,R06A,R06AX,B,7
1991,Domiphen,A01AB06,A,A01,8,A01A,A01AB,D,7
1992,Levoleucovorin,V03AF10,V,V03,14,V03A,V03AF,L,7
1993,Normethadone,R05DA06,R,R05,12,R05D,R05DA,N,7
1994,Lifitegrast,S01XA25,S,S01,11,S01X,S01XA,L,7
1995,Velpatasvir,J05AP55,J,J05,11,J05A,J05AP,V,7
1996,Rupatadine,R06AX28,R,R06,10,R06A,R06AX,R,7
1997,Pirarubicin,L01DB08,L,L01,11,L01D,L01DB,P,7
1998,Aclarubicin,L01DB04,L,L01,11,L01D,L01DB,A,7
1999,Zorubicin,L01DB05,L,L01,9,L01D,L01DB,Z,7
2000,Gestrinone,G03XA02,G,G03,10,G03X,G03XA,G,7
2001,Perflenapent,V08DA03,V,V08,12,V08D,V08DA,P,7
2002,Temoporfin,L01XD05,L,L01,10,L01X,L01XD,T,7
2003,Opicapone,N04BX04,N,N04,9,N04B,N04BX,O,7
2004,Isavuconazole,J02AC05,J,J02,13,J02A,J02AC,I,7
2005,Colestilan chloride,V03AE06,V,V03,19,V03A,V03AE,C,7
2006,Nomegestrol,G03AA14,G,G03,11,G03A,G03AA,N,7
2007,Delamanid,J04AK06,J,J04,9,J04A,J04AK,D,7
2008,Artenimol,P01BF05,P,P01,9,P01B,P01BF,A,7
2009,Amifampridine,N07XX05,N,N07,13,N07X,N07XX,A,7
2010,Vinflunine,L01CA05,L,L01,10,L01C,L01CA,V,7
2011,Pitolisant,N07XX11,N,N07,10,N07X,N07XX,P,7
2012,Tafamidis,N07XX08,N,N07,9,N07X,N07XX,T,7
2013,Rebamipide,A02BX14,A,A02,10,A02B,A02BX,R,7
2014,Treosulfan,L01AB02,L,L01,10,L01A,L01AB,T,7
2015,Naldemedine,A06AH05,A,A06,11,A06A,A06AH,N,7
2016,Voclosporin,L04AD03,L,L04,11,L04A,L04AD,V,7
2017,Racecadotril,A07XA04,A,A07,12,A07X,A07XA,R,7
2018,Ipragliflozin,A10BK05,A,A10,13,A10B,A10BK,I,7
2019,Tropisetron,A04AA03,A,A04,11,A04A,A04AA,T,7
2020,Iomeprol,V08AB10,V,V08,8,V08A,V08AB,I,7
2021,Tezacaftor,R07AX31,R,R07,10,R07A,R07AX,T,7
2022,Epacadostat,L01XX58,L,L01,11,L01X,L01XX,E,7
2023,Encorafenib,L01XE46,L,L01,11,L01X,L01XE,E,7
2024,Ribociclib,L01XE42,L,L01,10,L01X,L01XE,R,7
2025,Galactose,V08DA02,V,V08,9,V08D,V08DA,G,7
2026,Icotinib,L01XE48,L,L01,8,L01X,L01XE,I,7
2027,Rilmenidine,C02AC06,C,C02,11,C02A,C02AC,R,7
2028,Ebastine,R06AX22,R,R06,8,R06A,R06AX,E,7
2029,Benfotiamine,A11DA03,A,A11,12,A11D,A11DA,B,7
2030,Clobetasol,D07AD01,D,D07,10,D07A,D07AD,C,7
2031,Rifamycin,S01AA16,S,S01,9,S01A,S01AA,R,7
2032,Talazoparib,L01XX60,L,L01,11,L01X,L01XX,T,7
2033,Talinolol,C07AB13,C,C07,9,C07A,C07AB,T,7
2034,Pazufloxacin,J01MA18,J,J01,12,J01M,J01MA,P,7
2035,Imidapril,C09AA16,C,C09,9,C09A,C09AA,I,7
2036,Niraparib,L01XX54,L,L01,9,L01X,L01XX,N,7
2037,Aceneuramic acid,M09AX05,M,M09,16,M09A,M09AX,A,7
2038,Bictegravir,J05AR20,J,J05,11,J05A,J05AR,B,7
2039,Tivozanib,L01XE34,L,L01,9,L01X,L01XE,T,7
2040,Faldaprevir,J05AP04,J,J05,11,J05A,J05AP,F,7
2041,Baricitinib,L04AA37,L,L04,11,L04A,L04AA,B,7
2042,Nifurtimox,P01CC01,P,P01,10,P01C,P01CC,N,7
2043,Esketamine,N01AX14,N,N01,10,N01A,N01AX,E,7
2044,Ertugliflozin,A10BD23,A,A10,13,A10B,A10BD,E,7
2045,Neratinib,L01XE45,L,L01,9,L01X,L01XE,N,7
2046,Indium In-111 pentetreotide,V09IB01,V,V09,27,V09I,V09IB,I,7
2047,Angiotensin II,C01CX09,C,C01,14,C01C,C01CX,A,7
2048,Alanyl glutamine,B05XB02,B,B05,16,B05X,B05XB,A,7
2049,Prulifloxacin,J01MA17,J,J01,13,J01M,J01MA,P,7
2050,Apalutamide,L02BB05,L,L02,11,L02B,L02BB,A,7
2051,Rociletinib,L01XE37,L,L01,11,L01X,L01XE,R,7
2052,Valbenazine,N07XX13,N,N07,11,N07X,N07XX,V,7
2053,Deflazacort,H02AB13,H,H02,11,H02A,H02AB,D,7
2054,Flomoxef,J01DC14,J,J01,8,J01D,J01DC,F,7
2055,Delafloxacin,J01MA23,J,J01,12,J01M,J01MA,D,7
2056,Dacomitinib,L01XE47,L,L01,11,L01X,L01XE,D,7
2057,Binimetinib,L01XE41,L,L01,11,L01X,L01XE,B,7
2058,Benznidazole,P01CA02,P,P01,12,P01C,P01CA,B,7
2059,Diacerein,M01AX21,M,M01,9,M01A,M01AX,D,7
2060,Avatrombopag,B02BX08,B,B02,12,B02B,B02BX,A,7
2061,Thymopentin,L03AX09,L,L03,11,L03A,L03AX,T,7
2062,Vosaroxin,L01XX53,L,L01,9,L01X,L01XX,V,7
2063,Abemaciclib,L01XE50,L,L01,11,L01X,L01XE,A,7
2064,Fostamatinib,B02BX09,B,B02,12,B02B,B02BX,F,7
2065,Voxilaprevir,J05AP56,J,J05,12,J05A,J05AP,V,7
2066,Sarecycline,J01AA20,J,J01,11,J01A,J01AA,S,7
2067,Letermovir,J05AX18,J,J05,10,J05A,J05AX,L,7
2068,Gefarnate,A02BX77,A,A02,9,A02B,A02BX,G,7
2069,Anecortave,S01LA02,S,S01,10,S01L,S01LA,A,7
2070,Oxitropium,R03BB02,R,R03,10,R03B,R03BB,O,7
2071,Vaborbactam,J01DH52,J,J01,11,J01D,J01DH,V,7
2072,Cinepazide,C04AX27,C,C04,10,C04A,C04AX,C,7
2073,Sultamicillin,J01CR50,J,J01,13,J01C,J01CR,S,7
2074,Lorlatinib,L01XE44,L,L01,10,L01X,L01XE,L,7
2075,Vinpocetine,N06BX18,N,N06,11,N06B,N06BX,V,7
2076,Citicoline,N06BX06,N,N06,10,N06B,N06BX,C,7
2077,Bucillamine,M01CC02,M,M01,11,M01C,M01CC,B,7
2078,Nimorazole,P01AB06,P,P01,10,P01A,P01AB,N,7
2079,Gepirone,N06AX19,N,N06,8,N06A,N06AX,G,7
2080,Faropenem,J01DI03,J,J01,9,J01D,J01DI,F,7
2081,Landiolol,C07AB14,C,C07,9,C07A,C07AB,L,7
2082,Bergapten,D05BA03,D,D05,9,D05B,D05BA,B,7
2083,Canrenone,C03DA03,C,C03,9,C03D,C03DA,C,7
2084,Edaravone,N07XX14,N,N07,9,N07X,N07XX,E,7
2085,Triclabendazole,P02BX04,P,P02,15,P02B,P02BX,T,7
2086,Tulobuterol,R03CC11,R,R03,11,R03C,R03CC,T,7
2087,Moxaverine,A03AD30,A,A03,10,A03A,A03AD,M,7
2088,Fexinidazole,P01CA03,P,P01,12,P01C,P01CA,F,7
2089,Brigatinib,L01XE43,L,L01,10,L01X,L01XE,B,7
2090,Polihexanide,D08AC05,D,D08,12,D08A,D08AC,P,7
2091,Propiverine,G04BD06,G,G04,11,G04B,G04BD,P,7
2092,Nefopam,N02BG06,N,N02,7,N02B,N02BG,N,7
2093,Doravirine,J05AR24,J,J05,10,J05A,J05AR,D,7
2094,Dopexamine,C01CA14,C,C01,10,C01C,C01CA,D,7
2095,Benzbromarone,M04AB03,M,M04,13,M04A,M04AB,B,7
2096,Eravacycline,J01AA13,J,J01,12,J01A,J01AA,E,7
2097,Rucaparib,L01XX55,L,L01,9,L01X,L01XX,R,7
2098,Carisbamate,N03AX19,N,N03,11,N03A,N03AX,C,7
2099,Temocillin,J01CR50,J,J01,10,J01C,J01CR,T,7
2100,Velmanase alfa,A16AB15,A,A16,14,A16A,A16AB,V,7
2101,Polmacoxib,M01AH07,M,M01,10,M01A,M01AH,P,7
2102,Bromperidol,N05AD06,N,N05,11,N05A,N05AD,B,7
2103,Iobitridol,V08AB11,V,V08,10,V08A,V08AB,I,7
2104,Gemigliptin,A10BH06,A,A10,11,A10B,A10BH,G,7
2105,Nadifloxacin,D10AF05,D,D10,12,D10A,D10AF,N,7
2106,Omadacycline,J01AA20,J,J01,12,J01A,J01AA,O,7
2107,Ketanserin,C02KD01,C,C02,10,C02K,C02KD,K,7
2108,Levodropropizine,R05DB27,R,R05,16,R05D,R05DB,L,7
2109,Taurolidine,B05CA05,B,B05,11,B05C,B05CA,T,7
2110,Lynestrenol,G03AB02,G,G03,11,G03A,G03AB,L,7
2111,Piribedil,N04BC08,N,N04,9,N04B,N04BC,P,7
2112,Copanlisib,L01XX61,L,L01,10,L01X,L01XX,C,7
2113,Promestriene,G03CA09,G,G03,12,G03C,G03CA,P,7
2114,Piritramide,N02AC03,N,N02,11,N02A,N02AC,P,7
2115,Mizolastine,R06AX25,R,R06,11,R06A,R06AX,M,7
2116,Oxetacaine,C05AD06,C,C05,10,C05A,C05AD,O,7
2117,Indobufen,B01AC10,B,B01,9,B01A,B01AC,I,7
2118,Mebeverine,A03AA04,A,A03,10,A03A,A03AA,M,7
2119,Sisomicin,J01GB08,J,J01,9,J01G,J01GB,S,7
2120,Ozanimod,L04AA38,L,L04,8,L04A,L04AA,O,7
2121,Octenidine,G01AX66,G,G01,10,G01A,G01AX,O,7
2122,Evogliptin,A10BH07,A,A10,10,A10B,A10BH,E,7
2123,Somatorelin,V04CD05,V,V04,11,V04C,V04CD,S,7
2124,Urapidil,C02CA06,C,C02,8,C02C,C02CA,U,7
2125,Protionamide,J04AD01,J,J04,12,J04A,J04AD,P,7
2126,Gusperimus,L04AA19,L,L04,10,L04A,L04AA,G,7
2127,Sulprostone,G02AD05,G,G02,11,G02A,G02AD,S,7
2128,Perazine,N05AB10,N,N05,8,N05A,N05AB,P,7
2129,Cicletanine,C03BX03,C,C03,11,C03B,C03BX,C,7
2130,Lafutidine,A02BA08,A,A02,10,A02B,A02BA,L,7
2131,Norethandrolone,A14AA09,A,A14,15,A14A,A14AA,N,7
2132,Dinoprost,G02AD01,G,G02,9,G02A,G02AD,D,7
2133,Trifarotene,D10AD06,D,D10,11,D10A,D10AD,T,7
2134,Amithiozone,J04AM04,J,J04,11,J04A,J04AM,A,7
2135,Prednimustine,L01AA08,L,L01,13,L01A,L01AA,P,7
2136,Secnidazole,P01AB07,P,P01,11,P01A,P01AB,S,7
2137,Reproterol,R03AK05,R,R03,10,R03A,R03AK,R,7
2138,Melarsoprol,P01CD01,P,P01,11,P01C,P01CD,M,7
2139,Etelcalcetide,H05BX04,H,H05,13,H05B,H05BX,E,7
2140,Benperidol,N05AD07,N,N05,10,N05A,N05AD,B,7
2141,Oxatomide,R06AE06,R,R06,9,R06A,R06AE,O,7
2142,Trofosfamide,L01AA07,L,L01,12,L01A,L01AA,T,7
2143,Gallopamil,C08DA02,C,C08,10,C08D,C08DA,G,7
2144,Ozenoxacin,D06AX14,D,D06,10,D06A,D06AX,O,7
2145,Cafedrine,C01CA21,C,C01,9,C01C,C01CA,C,7
2146,Theodrenaline,C01CA23,C,C01,13,C01C,C01CA,T,7
2147,Opipramol,N06AA05,N,N06,9,N06A,N06AA,O,7
2148,Lactitol,A06AD12,A,A06,8,A06A,A06AD,L,7
2149,Phloroglucinol,A03AX12,A,A03,14,A03A,A03AX,P,7
2150,Dihydralazine,C02LG01,C,C02,13,C02L,C02LG,D,7
2151,Pivagabine,N06AX15,N,N06,10,N06A,N06AX,P,7
2152,Terizidone,J04AK03,J,J04,10,J04A,J04AK,T,7
2153,Prothipendyl,N05AX07,N,N05,12,N05A,N05AX,P,7
2154,Silver,D08AL30,D,D08,6,D08A,D08AL,S,7
2155,Mitoguazone,L01XX16,L,L01,11,L01X,L01XX,M,7
2156,Pyronaridine,P01BF06,P,P01,12,P01B,P01BF,P,7
2157,Cortivazol,H02AB17,H,H02,10,H02A,H02AB,C,7
2158,Tiapride,N05AL03,N,N05,8,N05A,N05AL,T,7
2159,Ornidazole,G01AF06,G,G01,10,G01A,G01AF,O,7
2160,Biapenem,J01DH05,J,J01,8,J01D,J01DH,B,7
2161,Fenoverine,A03AX05,A,A03,10,A03A,A03AX,F,7
2162,Tirilazad,N07XX01,N,N07,9,N07X,N07XX,T,7
2163,Tramazoline,R01AA09,R,R01,11,R01A,R01AA,T,7
2164,Nimustine,L01AD06,L,L01,9,L01A,L01AD,N,7
2165,Creatinolfosfate,C01EB05,C,C01,16,C01E,C01EB,C,7
2166,Macimorelin,V04CD06,V,V04,11,V04C,V04CD,M,7
2167,Yttrium Y-90,V10AA01,V,V10,12,V10A,V10AA,Y,7
2168,Pyritinol,N06BX02,N,N06,9,N06B,N06BX,P,7
2169,Enoxolone,D03AX10,D,D03,9,D03A,D03AX,E,7
2170,Tiropramide,A03AC05,A,A03,11,A03A,A03AC,T,7
2171,Meclocycline,D10AF04,D,D10,12,D10A,D10AF,M,7
2172,Valnoctamide,N05CM13,N,N05,12,N05C,N05CM,V,7
2173,Troxerutin,C05CA04,C,C05,10,C05C,C05CA,T,7
2174,Lusutrombopag,B02BX07,B,B02,13,B02B,B02BX,L,7
2175,Trimegestone,G03FA16,G,G03,12,G03F,G03FA,T,7
2176,Artemisinin,P01BE01,P,P01,11,P01B,P01BE,A,7
2177,Fluindione,B01AA12,B,B01,10,B01A,B01AA,F,7
2178,Calcium glubionate anhydrous,A12AA02,A,A12,28,A12A,A12AA,C,7
2179,Methallenestril,G03CC03,G,G03,15,G03C,G03CC,M,7
2180,Fluciclovine (18F),V09IX12,V,V09,18,V09I,V09IX,F,7
2181,Inosine pranobex,J05AX05,J,J05,16,J05A,J05AX,I,7
2182,Sodium lauryl sulfoacetate,A06AG11,A,A06,26,A06A,A06AG,S,7
2183,Clobetasone,D07AB01,D,D07,11,D07A,D07AB,C,7
2184,Nusinersen,M09AX07,M,M09,10,M09A,M09AX,N,7
2185,Olmutinib,L01XE40,L,L01,9,L01X,L01XE,O,7
2186,Zofenopril,C09BA15,C,C09,10,C09B,C09BA,Z,7
2187,Alclofenac,M01AB06,M,M01,10,M01A,M01AB,A,7
2188,Nandrolone,S01XA11,S,S01,10,S01X,S01XA,N,7
2189,Plecanatide,A06AX07,A,A06,11,A06A,A06AX,P,7
2190,Inositol,A11HA07,A,A11,8,A11H,A11HA,I,7
2191,Troleandomycin,J01FA08,J,J01,14,J01F,J01FA,T,7
2192,Technetium Tc-99m etifenin,V09DA02,V,V09,26,V09D,V09DA,T,7
2193,Oxabolone cipionate,A14AB03,A,A14,19,A14A,A14AB,O,7
2194,Calcitonin porcine,H05BA02,H,H05,18,H05B,H05BA,C,7
2195,Phosphocreatine,C01EB06,C,C01,15,C01E,C01EB,P,7
2196,Pepsin,A09AC01,A,A09,6,A09A,A09AC,P,7
2197,Lipegfilgrastim,L03AA14,L,L03,15,L03A,L03AA,L,7
2198,Piprozolin,A05AX01,A,A05,10,A05A,A05AX,P,7
2199,Bamifylline,R03DA08,R,R03,11,R03D,R03DA,B,7
2200,Dimethyl carbate,P03BX05,P,P03,16,P03B,P03BX,D,7
2201,Teclozan,P01AC04,P,P01,8,P01A,P01AC,T,7
2202,Bamethan,C04AA31,C,C04,8,C04A,C04AA,B,7
2203,Arginine glutamate,A05BA01,A,A05,18,A05B,A05BA,A,7
2204,Prednylidene,H02AB11,H,H02,12,H02A,H02AB,P,7
2205,Bismuth subnitrate,A02BX12,A,A02,18,A02B,A02BX,B,7
2206,Sodium chlorite,D03AX11,D,D03,15,D03A,D03AX,S,7
2207,Guanoxan,C02CC03,C,C02,8,C02C,C02CC,G,7
2208,Phenolsulfonphthalein,V04CH03,V,V04,21,V04C,V04CH,P,7
2209,Butaperazine,N05AB09,N,N05,12,N05A,N05AB,B,7
2210,Sulfadicramide,S01AB03,S,S01,14,S01A,S01AB,S,7
2211,Sulfobromophthalein,V04CE02,V,V04,19,V04C,V04CE,S,7
2212,Oxolamine,R05DB07,R,R05,9,R05D,R05DB,O,7
2213,Fentiazac,M01AB10,M,M01,9,M01A,M01AB,F,7
2214,Mandelic acid,B05CA06,B,B05,13,B05C,B05CA,M,7
2215,Medifoxamine,N06AX13,N,N06,12,N06A,N06AX,M,7
2216,Ferrous aspartate,B03AA09,B,B03,17,B03A,B03AA,F,7
2217,Apronalide,N05CM12,N,N05,10,N05C,N05CM,A,7
2218,Tilbroquinol,P01AA05,P,P01,12,P01A,P01AA,T,7
2219,Fluocortin,D07AB04,D,D07,10,D07A,D07AB,F,7
2220,Piperidione,R05DB23,R,R05,11,R05D,R05DB,P,7
2221,Dibenzepin,N06AA08,N,N06,10,N06A,N06AA,D,7
2222,Acetylleucine,N07CA04,N,N07,13,N07C,N07CA,A,7
2223,Tribenoside,C05CX01,C,C05,11,C05C,C05CX,T,7
2224,Flosequinan,C01DB01,C,C01,11,C01D,C01DB,F,7
2225,Enibomal,N01AG01,N,N01,8,N01A,N01AG,E,7
2226,Gestonorone,L02AB03,L,L02,11,L02A,L02AB,G,7
2227,Calcium lactate,A12AA05,A,A12,15,A12A,A12AA,C,7
2228,Suxibuzone,M02AA22,M,M02,10,M02A,M02AA,S,7
2229,Alaproclate,N06AB07,N,N06,11,N06A,N06AB,A,7
2230,Propanidid,N01AX04,N,N01,10,N01A,N01AX,P,7
2231,Perboric acid,A01AB19,A,A01,13,A01A,A01AB,P,7
2232,Stibophen,P02BX03,P,P02,9,P02B,P02BX,S,7
2233,Clofoctol,J01XX03,J,J01,9,J01X,J01XX,C,7
2234,Tuaminoheptane,R01AA11,R,R01,14,R01A,R01AA,T,7
2235,Neltenexine,R05CB14,R,R05,11,R05C,R05CB,N,7
2236,Cymarin,C01AC03,C,C01,7,C01A,C01AC,C,7
2237,Bucladesine,C01CE04,C,C01,11,C01C,C01CE,B,7
2238,Tiazofurine,L01XX18,L,L01,11,L01X,L01XX,T,7
2239,Aminomethylbenzoic acid,B02AA03,B,B02,23,B02A,B02AA,A,7
2240,Thiram,P03AA05,P,P03,6,P03A,P03AA,T,7
2241,Quinupramine,N06AA23,N,N06,12,N06A,N06AA,Q,7
2242,Pramiracetam,N06BX16,N,N06,12,N06B,N06BX,P,7
2243,Phthalylsulfathiazole,G01AE10,G,G01,21,G01A,G01AE,P,7
2244,Magnesium silicate,A02AA05,A,A02,18,A02A,A02AA,M,7
2245,Methylmethionine chloride,A02BX04,A,A02,25,A02B,A02BX,M,7
2246,Octopamine,C01CA18,C,C01,10,C01C,C01CA,O,7
2247,Tropatepine,N04AA12,N,N04,11,N04A,N04AA,T,7
